,Tipo,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU
16833,Casa Comercial,Botafogo,2,0,0,480,28000.0,,
16834,Flat,Leblon,1,1,1,70,3100.0,1800.0,303.0
16835,Apartamento,Estácio,1,1,0,36,750.0,342.0,
16836,Casa,Campo Grande,2,1,0,70,1200.0,,
16837,Apartamento,Flamengo,1,0,1,52,1600.0,520.0,60.0
16838,Apartamento,Ipanema,4,2,1,219,9500.0,3700.0,
16839,Apartamento,Tijuca,2,1,1,82,2000.0,967.0,
16840,Apartamento,Flamengo,3,1,0,100,3500.0,785.0,116.0
16841,Apartamento,Copacabana,2,0,0,45,1700.0,668.0,76.0
16842,Apartamento,Botafogo,1,1,0,60,2250.0,580.0,129.0
16843,Apartamento,Braz de Pina,2,0,0,40,990.0,374.0,
16844,Apartamento,Ipanema,3,2,1,115,6300.0,2200.0,387.0
16845,Apartamento,Copacabana,3,0,0,132,2700.0,816.0,196.0
16846,Casa de Vila,Engenho de Dentro,1,0,0,32,700.0,,17.0
16847,Apartamento,Urca,2,0,0,44,2300.0,420.0,29.0
16848,Apartamento,Grajaú,2,1,1,82,1600.0,1039.0,
16849,Apartamento,Irajá,2,1,0,75,1000.0,200.0,
16850,Apartamento,Barra da Tijuca,4,2,2,170,7500.0,1946.0,998.0
16851,Apartamento,Laranjeiras,3,1,0,125,2900.0,1362.0,206.0
16852,Apartamento,Botafogo,1,1,0,59,2500.0,672.0,130.0
16853,Apartamento,Leme,2,0,1,107,2600.0,909.0,196.0
16854,Apartamento,Tijuca,3,2,1,125,2800.0,1570.0,211.0
16855,Casa de Condomínio,Vargem Pequena,3,2,1,220,2600.0,500.0,600.0
16856,Apartamento,Campo Grande,3,2,1,150,1900.0,900.0,200.0
16857,Apartamento,Cachambi,2,1,0,60,1200.0,516.0,
16858,Apartamento,Leme,2,1,1,77,3000.0,1200.0,1362.0
16859,Apartamento,Botafogo,2,1,1,90,2500.0,1080.0,187.0
16860,Apartamento,Recreio dos Bandeirantes,3,2,1,137,1800.0,869.0,265.0
16861,Apartamento,Vargem Grande,2,1,1,66,1000.0,479.0,27.0
16862,Apartamento,Barra da Tijuca,3,2,3,160,5000.0,240.0,490.0
16863,Apartamento,Laranjeiras,2,0,0,65,2300.0,690.0,
16864,Apartamento,Península,4,2,2,140,4900.0,1800.0,292.0
16865,Apartamento,Ipanema,3,1,1,70,7900.0,1650.0,
16866,Apartamento,Grajaú,1,1,0,50,1100.0,500.0,25.0
16867,Quitinete,Copacabana,1,0,0,35,1100.0,500.0,
16868,Apartamento,Recreio dos Bandeirantes,1,1,1,54,1650.0,1150.0,380.0
16869,Apartamento,Pechincha,2,1,1,70,1200.0,524.0,
16870,Casa,Jardim Botânico,5,4,4,845,35000.0,,16422.0
16871,Casa,Recreio dos Bandeirantes,4,3,1,633,6000.0,,2700.0
16872,Apartamento,Praça Seca,2,1,0,60,800.0,180.0,15.0
16873,Apartamento,Laranjeiras,3,2,1,180,5800.0,1800.0,170.0
16874,Apartamento,Ipanema,3,1,1,114,3500.0,1500.0,354.0
16875,Apartamento,Campo Grande,1,0,0,50,550.0,,
16876,Apartamento,Ipanema,3,1,2,250,10000.0,2000.0,850.0
16877,Apartamento,Barra da Tijuca,4,3,3,550,24000.0,8000.0,2000.0
16878,Apartamento,Barra da Tijuca,4,0,2,179,8900.0,2529.0,406.0
16879,Apartamento,Méier,2,0,0,67,750.0,378.0,14.0
16880,Apartamento,Jardim Botânico,2,1,0,66,2500.0,1200.0,200.0
16881,Apartamento,Ipanema,2,0,0,80,4000.0,1000.0,280.0
16882,Apartamento,Laranjeiras,3,1,1,130,3500.0,1600.0,
16883,Casa,Rio Comprido,2,0,0,250,5000.0,,3800.0
16884,Apartamento,Copacabana,1,0,0,35,1400.0,350.0,70.0
16885,Casa,Vila Kosmos,2,1,0,113,1800.0,,
16886,Apartamento,Recreio dos Bandeirantes,3,2,1,152,2800.0,1500.0,252.0
16887,Casa de Condomínio,Vargem Grande,4,4,2,260,5000.0,341.0,
16888,Apartamento,Copacabana,3,0,0,98,1900.0,1200.0,228.0
16889,Apartamento,Barra da Tijuca,3,2,1,140,4400.0,1800.0,200.0
16890,Apartamento,Barra da Tijuca,5,4,4,600,25000.0,4500.0,
16891,Apartamento,Copacabana,3,2,1,126,2800.0,1604.0,245.0
16892,Apartamento,Leblon,3,1,1,140,5500.0,900.0,280.0
16893,Casa,Santa Teresa,3,1,1,133,2500.0,,
16894,Apartamento,Barra da Tijuca,2,1,1,70,1500.0,750.0,115.0
16895,Apartamento,Copacabana,3,1,1,105,3000.0,1217.0,190.0
16896,Apartamento,Recreio dos Bandeirantes,3,2,1,108,2500.0,1100.0,200.0
16897,Apartamento,Botafogo,2,1,1,55,2500.0,1100.0,
16898,Apartamento,Lagoa,4,3,3,260,18000.0,3500.0,9800.0
16899,Apartamento,Recreio dos Bandeirantes,2,2,1,85,2200.0,1500.0,257.0
16900,Apartamento,Barra da Tijuca,3,3,3,175,12000.0,2000.0,300.0
16901,Apartamento,Tijuca,3,2,2,253,4000.0,2101.0,4765.0
16902,Apartamento,Flamengo,2,1,1,90,3200.0,790.0,230.0
16903,Apartamento,Jardim Botânico,3,1,0,90,3250.0,700.0,15.0
16904,Apartamento,Lagoa,3,2,1,171,5800.0,1996.0,548.0
16905,Apartamento,Copacabana,2,0,0,80,2500.0,1150.0,150.0
16906,Apartamento,Lagoa,3,3,3,227,15900.0,3675.0,980.0
16907,Apartamento,Ipanema,3,1,1,110,5000.0,1100.0,351.0
16908,Apartamento,Tijuca,1,0,0,45,1950.0,550.0,55.0
16909,Apartamento,Lagoa,3,1,1,74,4000.0,1204.0,
16910,Apartamento,Méier,1,0,0,33,890.0,250.0,13.0
16911,Apartamento,Barra da Tijuca,4,4,4,360,8000.0,3200.0,2000.0
16912,Apartamento,Barra da Tijuca,5,4,3,300,4500.0,1400.0,150.0
16913,Apartamento,Leblon,3,2,1,200,5700.0,2043.0,450.0
16914,Casa de Vila,Bento Ribeiro,1,0,0,40,600.0,,
16915,Apartamento,Flamengo,1,0,0,23,1450.0,340.0,27.0
16916,Apartamento,Ipanema,1,1,1,55,2700.0,2300.0,240.0
16917,Apartamento,Vila Isabel,3,3,3,136,3500.0,1160.0,
16918,Apartamento,Senador Vasconcelos,1,1,0,40,690.0,,
16919,Flat,Ipanema,2,0,1,90,6900.0,3465.0,470.0
16920,Apartamento,Barra da Tijuca,4,3,4,280,10000.0,4000.0,800.0
16921,Casa,Vila da Penha,4,1,1,270,3500.0,,
16922,Apartamento,Humaitá,1,1,0,58,2900.0,743.0,123.0
16923,Apartamento,Recreio dos Bandeirantes,3,1,1,80,1700.0,619.0,
16924,Apartamento,Copacabana,1,0,0,40,2050.0,680.0,730.0
16925,Apartamento,Lagoa,4,3,1,165,8000.0,1721.0,480.0
16926,Apartamento,Méier,2,1,1,63,1450.0,906.0,76.0
16927,Apartamento,Recreio dos Bandeirantes,2,1,1,70,1400.0,700.0,136.0
16928,Apartamento,Vila Isabel,3,1,0,82,2100.0,250.0,89.0
16929,Apartamento,Ipanema,3,1,1,174,12000.0,2100.0,640.0
16930,Apartamento,Flamengo,3,1,1,150,5900.0,770.0,
16931,Flat,Copacabana,1,1,1,60,4000.0,,
16932,Apartamento,Recreio dos Bandeirantes,2,1,1,76,1500.0,690.0,
16933,Apartamento,Centro,2,1,1,118,2500.0,720.0,271.0
16934,Apartamento,Gávea,2,1,0,95,3500.0,1256.0,234.0
16935,Flat,Leblon,2,1,0,62,4500.0,2780.0,417.0
16936,Apartamento,Recreio dos Bandeirantes,4,2,3,297,2300.0,3459.0,
16937,Apartamento,Copacabana,1,1,0,50,2000.0,1200.0,120.0
16938,Apartamento,Flamengo,3,0,1,120,2900.0,764.0,
16939,Apartamento,Barra da Tijuca,1,1,1,65,2600.0,1345.0,190.0
16940,Apartamento,Recreio dos Bandeirantes,3,1,1,75,1800.0,800.0,140.0
16941,Apartamento,Barra da Tijuca,2,1,1,75,2400.0,1061.0,216.0
16942,Apartamento,Tijuca,3,1,0,90,2200.0,800.0,120.0
16943,Apartamento,Jardim Sulacap,1,1,0,45,850.0,70.0,
16944,Apartamento,Laranjeiras,3,1,1,92,3000.0,1017.0,175.0
16945,Apartamento,Grajaú,3,0,0,67,1150.0,500.0,19.0
16946,Apartamento,Ipanema,3,1,1,140,10000.0,2000.0,395.0
16947,Apartamento,Recreio dos Bandeirantes,3,2,1,90,2400.0,820.0,165.0
16948,Apartamento,Recreio dos Bandeirantes,2,1,1,75,2790.0,650.0,125.0
16949,Apartamento,Tijuca,4,1,1,186,3300.0,2090.0,321.0
16950,Apartamento,Campo Grande,2,0,0,51,800.0,70.0,
16951,Apartamento,Barra da Tijuca,1,1,1,66,2500.0,1300.0,188.0
16952,Apartamento,Ipanema,2,1,0,60,2800.0,765.0,85.0
16953,Apartamento,Copacabana,3,2,1,255,9000.0,2100.0,330.0
16954,Apartamento,Pechincha,2,1,1,72,1600.0,440.0,95.0
16955,Apartamento,Tijuca,2,1,0,68,1850.0,765.0,108.0
16956,Casa,Botafogo,2,1,0,80,3300.0,,600.0
16957,Apartamento,Praça Seca,2,1,1,60,900.0,568.0,
16958,Apartamento,Flamengo,2,1,1,110,3300.0,787.0,238.0
16959,Apartamento,Bento Ribeiro,2,1,1,73,1450.0,380.0,40.0
16960,Apartamento,Tijuca,3,0,0,85,2200.0,180.0,92.0
16961,Quitinete,Copacabana,1,0,0,38,1950.0,390.0,25.0
16962,Casa de Condomínio,Barra da Tijuca,5,4,4,1000,40000.0,1900.0,22000.0
16963,Flat,Ipanema,1,1,0,45,2200.0,2100.0,360.0
16964,Apartamento,Recreio dos Bandeirantes,3,2,1,130,1700.0,550.0,
16965,Apartamento,Leblon,4,1,1,170,9000.0,3630.0,
16966,Apartamento,Humaitá,2,1,1,100,2500.0,1080.0,
16967,Quitinete,Copacabana,1,0,0,45,1600.0,470.0,30.0
16968,Apartamento,Vila da Penha,3,1,0,60,1100.0,230.0,
16969,Apartamento,Campo Grande,2,1,0,54,1000.0,,
16970,Apartamento,Vila Isabel,3,1,1,137,2500.0,550.0,
16971,Apartamento,Grajaú,4,2,1,122,2500.0,1051.0,201.0
16972,Apartamento,Leblon,2,1,0,64,3600.0,873.0,206.0
16973,Apartamento,Vila da Penha,3,0,1,95,1800.0,,
16974,Apartamento,Laranjeiras,3,1,0,140,3200.0,1470.0,208.0
16975,Apartamento,Ipanema,3,1,1,275,7000.0,3150.0,700.0
16976,Apartamento,Centro,3,0,0,100,2300.0,500.0,22.0
16977,Apartamento,Barra da Tijuca,1,1,1,80,1600.0,950.0,170.0
16978,Apartamento,Copacabana,5,1,5,280,20000.0,2300.0,700.0
16979,Apartamento,Tijuca,3,2,1,84,2350.0,1026.0,
16980,Apartamento,Recreio dos Bandeirantes,1,2,1,180,2900.0,852.0,4885.0
16981,Apartamento,Leblon,2,0,0,75,3200.0,780.0,100.0
16982,Apartamento,Botafogo,3,3,1,160,3990.0,2350.0,450.0
16983,Apartamento,Copacabana,1,0,0,30,2650.0,650.0,30.0
16984,Apartamento,Barra da Tijuca,3,2,3,155,5900.0,1850.0,332.0
16985,Apartamento,Barra da Tijuca,3,2,1,123,4500.0,2500.0,780.0
16986,Apartamento,Copacabana,1,1,0,55,2600.0,710.0,150.0
16987,Apartamento,Barra da Tijuca,2,1,1,78,2000.0,1358.0,
16988,Apartamento,Ipanema,2,2,1,100,6000.0,2550.0,222.0
16989,Apartamento,Barra da Tijuca,3,2,1,130,4000.0,1750.0,400.0
16990,Apartamento,Recreio dos Bandeirantes,2,1,1,80,1600.0,503.0,20.0
16991,Casa,Jardim Botânico,4,4,4,452,20000.0,,
16992,Apartamento,Copacabana,3,0,0,139,2700.0,1500.0,330.0
16993,Apartamento,Cosmos,2,1,0,50,600.0,200.0,
16994,Apartamento,Lagoa,4,2,1,150,4500.0,1450.0,
16995,Apartamento,Recreio dos Bandeirantes,3,2,1,163,2400.0,1260.0,320.0
16996,Apartamento,Copacabana,3,0,1,105,3000.0,1000.0,165.0
16997,Apartamento,Cachambi,2,1,0,70,1200.0,555.0,41.0
16998,Apartamento,Barra da Tijuca,4,2,1,160,5300.0,1980.0,440.0
16999,Apartamento,Taquara,2,1,1,62,1350.0,480.0,
17000,Apartamento,Barra da Tijuca,2,1,1,84,2650.0,1016.0,250.0
17001,Apartamento,Laranjeiras,2,0,0,69,2000.0,602.0,94.0
17002,Apartamento,Vila Isabel,1,0,0,50,1000.0,325.0,34.0
17003,Flat,Botafogo,1,1,1,39,3000.0,771.0,120.0
17004,Apartamento,Barra da Tijuca,3,0,1,80,3000.0,1160.0,1300.0
17005,Apartamento,São Conrado,1,1,1,58,2970.0,960.0,190.0
17006,Apartamento,Todos os Santos,1,0,0,40,900.0,,34.0
17007,Casa de Vila,Botafogo,4,0,0,131,3200.0,40.0,230.0
17008,Apartamento,Méier,2,1,0,81,1400.0,390.0,10.0
17009,Quitinete,Ipanema,1,0,0,24,1400.0,200.0,30.0
17010,Apartamento,Barra da Tijuca,2,2,1,67,1500.0,690.0,45.0
17011,Apartamento,Barra da Tijuca,2,2,1,62,1700.0,1270.0,156.0
17012,Apartamento,Santo Cristo,2,0,0,69,900.0,205.0,
17013,Apartamento,Leblon,3,1,1,119,7000.0,1900.0,465.0
17014,Apartamento,Glória,1,0,0,30,1100.0,348.0,13.0
17015,Apartamento,Barra da Tijuca,4,4,4,262,15000.0,2500.0,
17016,Casa,Itanhangá,4,2,2,535,8000.0,1340.0,967.0
17017,Apartamento,Copacabana,1,0,0,80,3500.0,,
17018,Apartamento,Jardim Carioca,2,1,0,75,1800.0,34897.0,243.0
17019,Apartamento,Barra da Tijuca,5,4,0,292,14000.0,3700.0,1600.0
17020,Apartamento,Copacabana,4,2,1,366,7000.0,3000.0,7120.0
17021,Apartamento,Braz de Pina,2,0,0,90,1100.0,100.0,
17022,Apartamento,Copacabana,2,0,0,72,2200.0,950.0,
17023,Apartamento,Barra da Tijuca,3,0,1,235,12000.0,4500.0,900.0
17024,Apartamento,Tijuca,2,0,0,80,1800.0,550.0,
17025,Apartamento,Copacabana,3,1,1,120,4800.0,1000.0,200.0
17026,Apartamento,Copacabana,1,0,1,33,1500.0,650.0,22.0
17027,Apartamento,Recreio dos Bandeirantes,2,2,1,110,2000.0,900.0,265.0
17028,Apartamento,Freguesia (Jacarepaguá),2,1,0,48,1200.0,357.0,13.0
17029,Apartamento,Recreio dos Bandeirantes,3,2,1,110,2000.0,695.0,145.0
17030,Apartamento,Jardim Oceânico,5,3,3,430,10000.0,1700.0,1600.0
17031,Casa Comercial,Praça da Bandeira,0,0,0,150,2800.0,,470.0
17032,Apartamento,Barra da Tijuca,3,2,0,120,3791.0,1670.0,3300.0
17033,Casa,Barra da Tijuca,5,6,4,839,32000.0,1306.0,1654.0
17034,Apartamento,Copacabana,3,1,1,120,4500.0,900.0,
17035,Apartamento,Bancários,2,1,0,85,1600.0,368.0,
17036,Quitinete,Centro,1,0,0,36,1000.0,320.0,
17037,Apartamento,Irajá,2,0,0,40,1150.0,,
17038,Apartamento,Laranjeiras,3,1,1,143,4800.0,1620.0,213.0
17039,Apartamento,Barra da Tijuca,4,2,1,154,3000.0,2100.0,356.0
17040,Apartamento,Jardim Botânico,2,1,1,60,3800.0,1200.0,105.0
17041,Apartamento,Campo Grande,2,1,1,140,1500.0,820.0,
17042,Quitinete,Copacabana,1,0,0,29,1150.0,450.0,182.0
17043,Apartamento,Laranjeiras,1,1,1,50,2000.0,554.0,26.0
17044,Casa de Condomínio,Barra da Tijuca,5,0,5,622,13000.0,500.0,1220.0
17045,Apartamento,Andaraí,2,1,0,67,1800.0,450.0,
17046,Apartamento,Copacabana,3,1,1,140,5000.0,1400.0,230.0
17047,Apartamento,São Conrado,3,2,1,250,5500.0,750.0,500.0
17048,Apartamento,Ipanema,4,2,1,210,16000.0,2900.0,400.0
17049,Apartamento,Lagoa,3,1,1,120,4500.0,750.0,
17050,Apartamento,Freguesia (Jacarepaguá),2,0,0,54,1000.0,502.0,
17051,Apartamento,Barra da Tijuca,3,2,1,104,2800.0,1249.0,
17052,Apartamento,Leblon,3,1,2,300,25000.0,1870.0,
17053,Apartamento,Leblon,3,1,0,90,4450.0,900.0,200.0
17054,Apartamento,Copacabana,2,1,0,80,2700.0,1000.0,80.0
17055,Quitinete,Copacabana,0,0,0,30,1300.0,475.0,53.0
17056,Apartamento,Tijuca,4,1,1,128,2300.0,740.0,120.0
17057,Apartamento,Vila Isabel,2,0,0,80,2300.0,300.0,
17058,Apartamento,Grajaú,3,0,0,77,1200.0,400.0,21.0
17059,Casa de Condomínio,Barra da Tijuca,4,2,4,300,9000.0,,
17060,Flat,Ipanema,1,0,0,46,6000.0,,
17061,Apartamento,Flamengo,4,2,0,350,6200.0,2900.0,400.0
17062,Apartamento,Centro,1,0,0,40,1000.0,438.0,21.0
17063,Apartamento,Copacabana,4,0,1,160,3790.0,1500.0,
17064,Casa de Condomínio,Realengo,1,0,0,60,700.0,,
17065,Apartamento,Ipanema,2,1,1,78,15000.0,4000.0,563.0
17066,Apartamento,Leblon,3,1,0,110,4500.0,1300.0,300.0
17067,Apartamento,Jardim Botânico,2,0,0,51,2200.0,870.0,
17068,Casa de Vila,Pavuna,1,0,0,40,450.0,40.0,
17069,Apartamento,Copacabana,2,0,0,80,2200.0,750.0,85.0
17070,Apartamento,Vila Isabel,2,1,0,80,1900.0,600.0,585.0
17071,Apartamento,Barra da Tijuca,2,1,0,58,1000.0,698.0,
17072,Apartamento,Recreio dos Bandeirantes,2,1,1,105,2000.0,834.0,
17073,Apartamento,Barra da Tijuca,4,2,3,170,8000.0,2000.0,
17074,Apartamento,Copacabana,4,1,3,300,8500.0,1717.0,310.0
17075,Apartamento,Rocha Miranda,2,1,0,46,900.0,260.0,
17076,Flat,Barra da Tijuca,1,1,1,75,2200.0,,700.0
17077,Apartamento,Tijuca,2,1,0,85,2000.0,600.0,
17078,Apartamento,Copacabana,2,0,0,80,2950.0,780.0,20.0
17079,Apartamento,Barra da Tijuca,3,2,1,131,3200.0,2600.0,429.0
17080,Quitinete,Copacabana,1,0,1,35,1400.0,531.0,25.0
17081,Apartamento,Leblon,3,2,2,100,5500.0,1400.0,350.0
17082,Apartamento,Urca,3,1,1,130,4900.0,2100.0,269.0
17083,Apartamento,Bangu,2,1,0,65,900.0,,100.0
17084,Casa de Condomínio,Recreio dos Bandeirantes,3,2,3,168,4500.0,,
17085,Apartamento,Copacabana,3,0,0,95,4500.0,1200.0,1300.0
17086,Apartamento,Leme,2,0,0,60,2000.0,1300.0,894.0
17087,Apartamento,Freguesia (Jacarepaguá),2,1,0,160,1850.0,1400.0,210.0
17088,Apartamento,Copacabana,4,2,2,350,9000.0,2300.0,700.0
17089,Apartamento,Flamengo,1,0,0,35,1250.0,405.0,29.0
17090,Apartamento,Jardim Botânico,3,0,0,115,4500.0,,230.0
17091,Apartamento,Leblon,4,1,1,140,10800.0,2055.0,396.0
17092,Apartamento,Leblon,3,2,2,157,9900.0,1600.0,420.0
17093,Apartamento,Leblon,4,2,0,200,12000.0,2300.0,
17094,Apartamento,Barra da Tijuca,2,1,0,42,1200.0,650.0,30.0
17095,Apartamento,Catete,2,0,0,68,1600.0,545.0,36.0
17096,Apartamento,Recreio dos Bandeirantes,3,2,1,180,2500.0,800.0,
17097,Apartamento,Recreio dos Bandeirantes,3,2,1,96,3300.0,7029.0,1885.0
17098,Casa,Tauá,2,0,0,160,2000.0,,1200.0
17099,Apartamento,Curicica,2,1,0,55,1250.0,510.0,50.0
17100,Casa,Santa Teresa,6,2,0,381,9000.0,,186.0
17101,Apartamento,Barra da Tijuca,2,1,0,64,2100.0,952.0,181.0
17102,Apartamento,Barra da Tijuca,2,1,1,76,2100.0,1400.0,90.0
17103,Apartamento,Centro,2,0,0,80,1300.0,511.0,
17104,Apartamento,Copacabana,3,0,0,80,3500.0,620.0,297.0
17105,Apartamento,Copacabana,3,0,0,130,3500.0,1000.0,120.0
17106,Casa de Condomínio,Pechincha,2,0,0,60,1300.0,65.0,1.0
17107,Apartamento,Barra da Tijuca,4,3,4,262,8000.0,3375.0,693.0
17108,Casa de Condomínio,Barra da Tijuca,6,4,6,556,20000.0,1650.0,1620.0
17109,Apartamento,Ipanema,3,2,1,150,6300.0,2200.0,
17110,Apartamento,Barra da Tijuca,2,1,1,65,1300.0,1200.0,
17111,Apartamento,Ilha do Governador,1,0,0,71,1000.0,,
17112,Apartamento,Barra da Tijuca,1,1,0,50,1800.0,1400.0,300.0
17113,Apartamento,Tijuca,2,1,0,72,1600.0,700.0,25.0
17114,Apartamento,Botafogo,2,1,0,64,3500.0,917.0,152.0
17115,Apartamento,Leblon,3,2,1,117,5000.0,1500.0,329.0
17116,Apartamento,Ipanema,2,0,1,65,5000.0,1500.0,
17117,Apartamento,Humaitá,2,1,1,80,3700.0,1196.0,238.0
17118,Apartamento,Bonsucesso,2,1,0,65,1200.0,640.0,
17119,Apartamento,Curicica,2,1,0,47,2500.0,360.0,114.0
17120,Apartamento,Barra da Tijuca,2,1,1,82,2500.0,1000.0,200.0
17121,Apartamento,Recreio dos Bandeirantes,3,2,1,140,3500.0,,
17122,Apartamento,Méier,2,0,0,64,800.0,690.0,13.0
17123,Apartamento,Pechincha,1,1,0,54,1200.0,347.0,
17124,Quitinete,Botafogo,1,0,0,25,1300.0,486.0,24.0
17125,Apartamento,Botafogo,2,0,0,75,2200.0,480.0,89.0
17126,Apartamento,Botafogo,2,1,1,80,4310.0,1140.0,198.0
17127,Apartamento,Barra da Tijuca,2,1,2,100,14000.0,,
17128,Apartamento,Tijuca,3,1,0,94,2000.0,695.0,96.0
17129,Apartamento,Lagoa,3,2,2,230,14000.0,1400.0,380.0
17130,Apartamento,Gávea,3,1,0,89,3250.0,1020.0,315.0
17131,Apartamento,Estácio,1,0,0,40,1500.0,200.0,15.0
17132,Apartamento,Recreio dos Bandeirantes,3,2,1,130,2500.0,800.0,260.0
17133,Apartamento,Maracanã,2,0,1,90,3000.0,463.0,48.0
17134,Apartamento,Barra da Tijuca,2,2,2,100,7000.0,2764.0,385.0
17135,Apartamento,Tanque,3,1,1,70,1700.0,380.0,70.0
17136,Apartamento,Campo Grande,2,1,0,47,800.0,,
17137,Apartamento,Copacabana,2,0,0,68,2000.0,548.0,92.0
17138,Apartamento,Botafogo,3,1,0,119,3000.0,1300.0,1779.0
17139,Apartamento,Tijuca,3,1,1,110,2500.0,800.0,
17140,Apartamento,Ipanema,3,2,3,210,25000.0,2400.0,14952.0
17141,Apartamento,Laranjeiras,4,2,1,160,5000.0,1190.0,250.0
17142,Apartamento,Pechincha,2,1,1,60,1300.0,470.0,
17143,Apartamento,Copacabana,1,0,0,27,2500.0,550.0,20.0
17144,Apartamento,Flamengo,1,1,0,53,2300.0,485.0,56.0
17145,Apartamento,São Cristóvão,3,1,1,70,2300.0,632.0,17.0
17146,Apartamento,Tijuca,3,2,1,110,3300.0,1100.0,1.0
17147,Apartamento,Andaraí,2,0,0,65,1000.0,424.0,
17148,Apartamento,Recreio dos Bandeirantes,2,1,1,70,2000.0,780.0,
17149,Quitinete,Copacabana,1,0,0,30,1500.0,380.0,
17150,Apartamento,Méier,3,1,1,85,1700.0,800.0,131.0
17151,Apartamento,Barra da Tijuca,3,2,0,120,5500.0,2700.0,
17152,Apartamento,Barra da Tijuca,4,3,2,294,12000.0,1600.0,
17153,Apartamento,Tijuca,2,1,1,68,1900.0,602.0,132.0
17154,Flat,Barra da Tijuca,1,1,0,50,4500.0,2000.0,300.0
17155,Apartamento,Vila da Penha,3,1,1,73,1800.0,450.0,
17156,Apartamento,Vila Isabel,2,1,0,75,1390.0,750.0,41.0
17157,Apartamento,Méier,2,1,0,60,1350.0,598.0,39.0
17158,Apartamento,Barra da Tijuca,3,3,3,260,10000.0,3600.0,6000.0
17159,Apartamento,Humaitá,1,0,0,41,2200.0,343.0,24.0
17160,Apartamento,Jardim Carioca,2,1,1,85,2100.0,500.0,1325.0
17161,Apartamento,Urca,2,0,1,160,8000.0,1970.0,
17162,Flat,Recreio dos Bandeirantes,1,1,1,46,3000.0,900.0,220.0
17163,Apartamento,Humaitá,2,0,0,79,2600.0,718.0,79.0
17164,Apartamento,Santa Teresa,3,0,0,149,2000.0,890.0,52.0
17165,Apartamento,Ipanema,2,0,0,60,3000.0,734.0,
17166,Apartamento,Barra da Tijuca,4,3,3,183,9500.0,3400.0,
17167,Apartamento,Copacabana,3,0,0,100,4000.0,1000.0,
17168,Apartamento,Pilares,3,0,0,65,1200.0,165.0,20.0
17169,Apartamento,Leme,3,0,0,124,2800.0,1350.0,180.0
17170,Casa de Vila,Cascadura,1,0,0,36,700.0,,
17171,Apartamento,Tijuca,1,0,0,45,1200.0,300.0,
17172,Apartamento,Leme,2,0,0,75,2300.0,878.0,
17173,Flat,Copacabana,1,1,0,43,1887.0,2117.0,495.0
17174,Apartamento,Del Castilho,2,1,1,53,1300.0,430.0,28.0
17175,Apartamento,Vila Isabel,1,0,0,36,1050.0,385.0,
17176,Casa de Vila,Cascadura,3,0,0,90,1200.0,,
17177,Casa,Cordovil,1,0,0,65,650.0,,
17178,Casa de Condomínio,Itanhangá,3,2,3,544,20000.0,1800.0,1600.0
17179,Apartamento,Flamengo,2,0,1,65,2500.0,700.0,35.0
17180,Casa de Condomínio,Barra da Tijuca,5,0,3,600,15000.0,2200.0,1400.0
17181,Apartamento,Quintino Bocaiúva,2,0,0,90,1200.0,,
17182,Apartamento,Leblon,2,2,1,100,6700.0,1211.0,320.0
17183,Apartamento,Leblon,3,2,1,130,6000.0,3274.0,741.0
17184,Apartamento,Recreio dos Bandeirantes,3,3,1,90,1600.0,650.0,171.0
17185,Apartamento,Copacabana,4,1,0,370,14000.0,3000.0,3500.0
17186,Apartamento,Barra da Tijuca,3,2,3,126,5500.0,2180.0,677.0
17187,Apartamento,Barra da Tijuca,1,1,0,54,1700.0,1710.0,290.0
17188,Apartamento,Barra da Tijuca,6,3,3,360,9600.0,1600.0,750.0
17189,Casa,Barra da Tijuca,6,6,6,610,20000.0,,400.0
17190,Casa,Campo Grande,4,1,4,386,2400.0,,
17191,Apartamento,Botafogo,1,0,0,33,1970.0,583.0,
17192,Apartamento,Copacabana,3,1,0,100,2900.0,1200.0,
17193,Apartamento,Bangu,2,0,0,60,800.0,,
17194,Casa de Condomínio,Barra da Tijuca,4,4,3,260,10000.0,1200.0,1100.0
17195,Apartamento,Leblon,2,1,0,100,3500.0,1390.0,390.0
17196,Apartamento,Botafogo,2,0,0,70,2300.0,740.0,440.0
17197,Apartamento,Abolição,2,1,0,44,900.0,560.0,15.0
17198,Flat,Leblon,1,1,1,60,5500.0,1900.0,200.0
17199,Apartamento,Barra da Tijuca,2,1,1,95,2600.0,1420.0,199.0
17200,Apartamento,Barra da Tijuca,1,1,0,71,1950.0,970.0,240.0
17201,Quitinete,Copacabana,1,0,0,35,2000.0,430.0,40.0
17202,Apartamento,Botafogo,2,1,1,94,5600.0,1086.0,
17203,Apartamento,Península,2,1,1,90,3200.0,1200.0,1500.0
17204,Apartamento,Barra da Tijuca,3,2,1,127,3500.0,1597.0,
17205,Apartamento,Tijuca,2,1,1,82,2600.0,851.0,
17206,Apartamento,Freguesia (Jacarepaguá),2,0,0,50,1100.0,320.0,14.0
17207,Apartamento,Barra da Tijuca,3,1,1,75,1600.0,956.0,1000.0
17208,Apartamento,Lagoa,2,1,1,92,3800.0,1100.0,323.0
17209,Quitinete,Copacabana,1,0,0,32,1050.0,714.0,
17210,Apartamento,Copacabana,3,0,0,136,2900.0,1505.0,100.0
17211,Apartamento,Barra da Tijuca,4,3,2,270,12000.0,3550.0,1560.0
