,Tipo,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU
1176,Apartamento,Pechincha,3,1,1,85,1300.0,765.0,
1177,Apartamento,Freguesia (Jacarepaguá),4,2,2,234,3000.0,1000.0,
1178,Apartamento,Ipanema,3,1,1,125,5500.0,1710.0,220.0
1179,Apartamento,Campo Grande,2,1,0,65,1000.0,338.0,
1180,Flat,Ipanema,2,1,1,89,12000.0,4900.0,5918.0
1181,Apartamento,Botafogo,3,1,1,103,3500.0,1245.0,1619.0
1182,Apartamento,Centro,1,1,0,38,1500.0,530.0,
1183,Casa de Condomínio,Vargem Grande,3,2,1,160,3900.0,,
1184,Apartamento,Copacabana,2,0,1,70,4000.0,,
1185,Apartamento,Ipanema,4,3,1,600,42000.0,6500.0,180.0
1186,Apartamento,Laranjeiras,2,1,1,95,3100.0,879.0,182.0
1187,Apartamento,Centro,1,0,0,30,900.0,320.0,
1188,Apartamento,Botafogo,1,0,0,40,1700.0,400.0,24.0
1189,Apartamento,Copacabana,2,0,0,71,2400.0,605.0,
1190,Casa,Urca,5,4,3,350,16000.0,,500.0
1191,Apartamento,Tijuca,2,1,0,90,1700.0,470.0,91.0
1192,Apartamento,Campinho,2,1,1,60,1500.0,550.0,
1193,Apartamento,Campo Grande,2,1,0,48,790.0,280.0,
1194,Apartamento,Pechincha,2,1,1,60,1100.0,656.0,16.0
1195,Casa,Santíssimo,2,0,0,60,800.0,,
1196,Apartamento,Copacabana,4,2,1,300,9500.0,2800.0,500.0
1197,Casa,Praça Seca,3,0,1,159,1400.0,,100.0
1198,Apartamento,Lagoa,1,1,0,66,2100.0,630.0,226.0
1199,Apartamento,Botafogo,3,1,1,101,5600.0,1310.0,270.0
1200,Apartamento,Flamengo,4,1,2,365,8500.0,2100.0,950.0
1201,Casa de Condomínio,Recreio dos Bandeirantes,4,3,2,630,8000.0,945.0,530.0
1202,Apartamento,Barra da Tijuca,4,2,1,120,3000.0,2100.0,300.0
1203,Apartamento,Jardim Oceânico,4,3,2,400,15000.0,2200.0,1400.0
1204,Apartamento,Leme,3,1,1,336,12000.0,2800.0,
1205,Apartamento,Barra da Tijuca,3,2,2,173,5499.0,2450.0,395.0
1206,Apartamento,Ipanema,2,0,0,90,9800.0,1133.0,
1207,Apartamento,Copacabana,2,0,0,90,3000.0,800.0,218.0
1208,Apartamento,Centro,1,0,0,21,900.0,289.0,20.0
1209,Apartamento,Flamengo,2,1,0,70,1800.0,950.0,100.0
1210,Apartamento,Recreio dos Bandeirantes,3,1,1,92,3000.0,804.0,1652.0
1211,Apartamento,Recreio dos Bandeirantes,3,3,1,190,3000.0,1533.0,381.0
1212,Apartamento,Botafogo,1,0,0,40,1500.0,550.0,57.0
1213,Apartamento,Recreio dos Bandeirantes,3,2,1,220,2500.0,1000.0,500.0
1214,Apartamento,Leblon,4,3,3,509,25000.0,4819.0,2341.0
1215,Apartamento,Copacabana,3,2,2,154,5200.0,1490.0,315.0
1216,Apartamento,Copacabana,1,1,0,54,2400.0,613.0,131.0
1217,Apartamento,Barra da Tijuca,3,3,2,250,5800.0,2550.0,657.0
1218,Apartamento,Recreio dos Bandeirantes,3,2,1,211,2500.0,,
1219,Apartamento,Campo Grande,2,0,0,47,800.0,60.0,
1220,Apartamento,Camorim,3,2,2,64,1700.0,968.0,
1221,Casa de Condomínio,Barra da Tijuca,5,2,2,450,8500.0,850.0,5500.0
1222,Apartamento,Gávea,4,3,2,240,6000.0,3250.0,400.0
1223,Apartamento,Lagoa,2,2,1,100,3600.0,750.0,150.0
1224,Apartamento,Engenho de Dentro,2,1,1,70,1200.0,767.0,37.0
1225,Apartamento,Praça da Bandeira,1,0,0,35,400.0,130.0,
1226,Apartamento,Copacabana,2,0,0,81,2500.0,800.0,90.0
1227,Apartamento,Barra da Tijuca,4,4,4,230,18000.0,5000.0,2000.0
1228,Apartamento,Leblon,4,1,1,100,5500.0,1400.0,
1229,Quitinete,Copacabana,1,0,0,40,2000.0,400.0,24.0
1230,Casa,Moneró,2,0,0,100,2500.0,,
1231,Casa de Condomínio,Barra da Tijuca,5,4,5,700,25000.0,2000.0,1000.0
1232,Apartamento,Gávea,3,1,0,120,4700.0,1252.0,235.0
1233,Apartamento,Pilares,3,2,1,82,2200.0,630.0,70.0
1234,Apartamento,Leblon,4,2,0,261,8500.0,3000.0,620.0
1235,Apartamento,Copacabana,4,2,1,279,3600.0,2025.0,370.0
1236,Apartamento,Campo Grande,2,1,0,50,1100.0,350.0,
1237,Apartamento,Copacabana,1,0,0,50,1300.0,420.0,24.0
1238,Apartamento,Botafogo,3,2,2,130,4200.0,1350.0,326.0
1239,Apartamento,Leblon,2,1,0,60,3200.0,1380.0,191.0
1240,Apartamento,Ipanema,3,1,0,116,4300.0,1290.0,234.0
1241,Apartamento,Leme,2,0,0,75,2500.0,760.0,177.0
1242,Apartamento,Barra da Tijuca,2,2,1,90,2800.0,1300.0,400.0
1243,Quitinete,Ipanema,1,0,0,30,1200.0,400.0,29.0
1244,Apartamento,Barra da Tijuca,2,1,0,65,1300.0,760.0,120.0
1245,Quitinete,Copacabana,1,0,0,33,1450.0,350.0,56.0
1246,Apartamento,Barra da Tijuca,3,2,1,104,3200.0,1938.0,3310.0
1247,Apartamento,Catete,1,1,0,45,1700.0,725.0,
1248,Apartamento,Bonsucesso,3,0,0,90,950.0,,28.0
1249,Apartamento,Copacabana,2,0,0,70,2400.0,600.0,134.0
1250,Apartamento,Recreio dos Bandeirantes,2,2,1,99,1700.0,618.0,1075.0
1251,Apartamento,Ipanema,3,3,2,260,18000.0,2670.0,900.0
1252,Casa,Tijuca,2,0,0,50,2100.0,100.0,
1253,Apartamento,Barra da Tijuca,4,3,3,200,8500.0,2160.0,350.0
1254,Apartamento,Rio Comprido,1,0,0,33,800.0,275.0,24.0
1255,Apartamento,Tijuca,2,1,1,70,1850.0,550.0,
1256,Casa de Condomínio,Barra da Tijuca,4,3,4,1100,15000.0,2000.0,
1257,Apartamento,Méier,3,1,0,66,1300.0,367.0,
1258,Quitinete,Curicica,1,0,0,38,750.0,,
1259,Apartamento,Ricardo de Albuquerque,1,0,0,25,320.0,,
1260,Apartamento,Barra da Tijuca,2,1,1,93,3000.0,1048.0,279.0
1261,Apartamento,São Conrado,4,3,1,358,12000.0,10900.0,2200.0
1262,Apartamento,Jardim Botânico,2,1,2,79,2800.0,1727.0,193.0
1263,Casa Comercial,Ipanema,0,1,0,200,18000.0,5500.0,1550.0
1264,Apartamento,Pechincha,2,1,1,78,1200.0,650.0,120.0
1265,Apartamento,Leme,4,4,2,280,18000.0,2565.0,1024.0
1266,Apartamento,Ipanema,3,1,1,120,5000.0,2000.0,774.0
1267,Flat,Ipanema,2,0,2,80,10000.0,3600.0,400.0
1268,Apartamento,Andaraí,3,2,1,103,1600.0,700.0,160.0
1269,Quitinete,Copacabana,1,0,0,30,1000.0,300.0,30.0
1270,Apartamento,Leblon,3,1,0,140,6500.0,2055.0,498.0
1271,Apartamento,Barra da Tijuca,2,2,1,105,4300.0,2442.0,651.0
1272,Apartamento,Barra da Tijuca,1,1,1,72,1800.0,920.0,198.0
1273,Quitinete,Laranjeiras,0,0,0,23,800.0,550.0,
1274,Apartamento,Ipanema,1,1,1,110,9000.0,2900.0,670.0
1275,Apartamento,Tijuca,2,1,0,66,2200.0,712.0,65.0
1276,Apartamento,Ipanema,4,2,0,240,15000.0,5000.0,752.0
1277,Apartamento,Copacabana,3,0,0,128,3000.0,1200.0,125.0
1278,Apartamento,Botafogo,1,1,0,73,2500.0,650.0,122.0
1279,Apartamento,Barra da Tijuca,4,3,3,160,8500.0,2300.0,345.0
1280,Apartamento,Ipanema,4,0,3,245,13000.0,2200.0,730.0
1281,Apartamento,Leblon,3,1,0,120,4700.0,1650.0,179.0
1282,Apartamento,Botafogo,1,0,0,30,1400.0,481.0,26.0
1283,Flat,Botafogo,1,1,0,39,2600.0,777.0,145.0
1284,Apartamento,Irajá,2,0,0,50,1000.0,260.0,
1285,Apartamento,Leblon,2,2,2,175,15000.0,5000.0,550.0
1286,Apartamento,Campo Grande,2,0,0,74,750.0,,
1287,Apartamento,Curicica,2,1,0,47,1400.0,550.0,120.0
1288,Apartamento,Flamengo,3,2,1,100,3100.0,950.0,271.0
1289,Apartamento,Recreio dos Bandeirantes,4,3,1,200,3300.0,1000.0,400.0
1290,Apartamento,Jardim Botânico,4,2,1,150,7000.0,1100.0,
1291,Quitinete,Leme,0,0,0,26,1200.0,505.0,
1292,Apartamento,Laranjeiras,2,0,0,67,1900.0,760.0,124.0
1293,Apartamento,Leblon,3,3,2,280,24000.0,4955.0,1180.0
1294,Apartamento,Barra da Tijuca,3,1,1,103,2600.0,1350.0,230.0
1295,Apartamento,Leblon,3,1,0,201,14000.0,6000.0,
1296,Quitinete,Copacabana,1,0,0,26,1400.0,655.0,54.0
1297,Apartamento,Praça Seca,1,1,1,70,600.0,481.0,17.0
1298,Apartamento,Jacarepaguá,2,1,0,61,1700.0,550.0,130.0
1299,Casa de Condomínio,Barra da Tijuca,5,8,5,1150,60000.0,2000.0,1700.0
1300,Apartamento,Ipanema,4,3,4,320,29500.0,5700.0,1500.0
1301,Apartamento,Vargem Grande,2,1,1,70,990.0,487.0,27.0
1302,Apartamento,Botafogo,1,0,0,31,1400.0,431.0,29.0
1303,Apartamento,Barra da Tijuca,2,1,1,62,2700.0,1269.0,212.0
1304,Apartamento,Barra da Tijuca,2,2,1,65,2200.0,1200.0,120.0
1305,Apartamento,Copacabana,4,2,2,354,12400.0,3825.0,1379.0
1306,Casa de Condomínio,Anil,4,3,2,400,4500.0,380.0,1200.0
1307,Apartamento,Ipanema,3,0,1,145,6999.0,700.0,130.0
1308,Casa de Condomínio,Barra da Tijuca,5,4,5,750,30000.0,2100.0,18000.0
1309,Apartamento,São Cristóvão,1,0,0,56,850.0,450.0,15.0
1310,Apartamento,Copacabana,1,0,0,42,1800.0,1697.0,37.0
1311,Apartamento,Ipanema,2,1,0,78,3600.0,644.0,128.0
1312,Apartamento,Barra da Tijuca,3,1,1,105,3700.0,1400.0,270.0
1313,Apartamento,Flamengo,1,0,0,38,1850.0,467.0,29.0
1314,Apartamento,Lagoa,4,4,4,400,25000.0,4200.0,1500.0
1315,Apartamento,Leblon,3,2,1,156,13000.0,2800.0,
1316,Apartamento,Copacabana,2,0,1,70,2200.0,578.0,95.0
1317,Apartamento,Vila Isabel,2,1,0,135,2300.0,570.0,100.0
1318,Casa de Condomínio,Guaratiba,2,1,0,50,700.0,180.0,
1319,Apartamento,Campo Grande,2,0,0,55,800.0,350.0,2.0
1320,Apartamento,Flamengo,4,1,2,190,6000.0,1700.0,420.0
1321,Apartamento,Recreio dos Bandeirantes,2,1,1,79,1900.0,884.0,1445.0
1322,Apartamento,Lagoa,2,1,0,80,3500.0,980.0,1300.0
1323,Apartamento,São Conrado,3,2,3,196,11500.0,2606.0,969.0
1324,Apartamento,Barra da Tijuca,1,1,1,60,1500.0,960.0,142.0
1325,Casa de Condomínio,Itanhangá,4,4,4,680,12000.0,1688.0,
1326,Apartamento,Barra da Tijuca,3,1,3,80,2800.0,1300.0,140.0
1327,Apartamento,Copacabana,2,2,1,90,7000.0,3352.0,354.0
1328,Casa,Campo Grande,2,1,0,60,1500.0,,
1329,Apartamento,Botafogo,1,0,0,70,1800.0,650.0,70.0
1330,Apartamento,Recreio dos Bandeirantes,3,3,1,148,3600.0,900.0,10.0
1331,Apartamento,Copacabana,2,0,0,72,2250.0,850.0,72.0
1332,Apartamento,Copacabana,4,1,2,220,15000.0,2159.0,616.0
1333,Apartamento,Ipanema,4,1,2,210,7000.0,2900.0,717.0
1334,Apartamento,Laranjeiras,3,1,1,120,4000.0,1500.0,150.0
1335,Casa,Oswaldo Cruz,1,0,0,40,900.0,,
1336,Apartamento,Vila da Penha,2,1,0,72,1250.0,220.0,
1337,Apartamento,Lagoa,3,1,1,131,4300.0,1250.0,284.0
1338,Apartamento,Taquara,2,1,0,63,1100.0,481.0,
1339,Apartamento,Ipanema,2,1,0,90,4000.0,1550.0,187.0
1340,Quitinete,Copacabana,0,0,0,40,1600.0,400.0,48.0
1341,Apartamento,Copacabana,3,1,0,77,3000.0,958.0,141.0
1342,Apartamento,Tijuca,4,1,1,190,2800.0,900.0,180.0
1343,Apartamento,Ipanema,3,1,1,160,8500.0,1300.0,370.0
1344,Flat,Barra da Tijuca,2,1,1,72,3000.0,1860.0,450.0
1345,Apartamento,Recreio dos Bandeirantes,5,2,4,280,5000.0,1100.0,606.0
1346,Apartamento,Leme,3,1,1,100,6000.0,1780.0,
1347,Apartamento,Riachuelo,2,1,1,84,800.0,450.0,
1348,Apartamento,Urca,3,1,1,220,13000.0,2757.0,544.0
1349,Apartamento,Irajá,2,1,0,54,1400.0,370.0,
1350,Apartamento,Barra da Tijuca,3,1,1,86,2000.0,759.0,
1351,Apartamento,Vila Isabel,2,0,0,92,1500.0,300.0,88.0
1352,Apartamento,Copacabana,3,2,1,140,4500.0,1450.0,230.0
1353,Apartamento,Vargem Pequena,3,1,0,54,1200.0,390.0,28.0
1354,Quitinete,Copacabana,1,0,0,30,1200.0,320.0,54.0
1355,Apartamento,Barra da Tijuca,2,1,0,60,1300.0,704.0,
1356,Apartamento,Ipanema,4,1,1,220,9000.0,1800.0,498.0
1357,Apartamento,Tijuca,1,1,0,68,1600.0,447.0,64.0
1358,Apartamento,Leblon,3,1,0,120,5500.0,1605.0,405.0
1359,Apartamento,Leblon,3,1,1,130,7500.0,1900.0,654.0
1360,Apartamento,Engenho de Dentro,3,1,1,146,2400.0,,128.0
1361,Apartamento,Copacabana,1,0,0,38,1500.0,365.0,74.0
1362,Apartamento,Barra da Tijuca,3,2,1,130,9000.0,2433.0,807.0
1363,Apartamento,Botafogo,1,1,0,50,2600.0,660.0,107.0
1364,Apartamento,Barra da Tijuca,2,1,1,96,2500.0,1603.0,235.0
1365,Apartamento,Leblon,1,0,0,19,1450.0,502.0,
1366,Apartamento,Barra da Tijuca,2,1,1,78,4000.0,2750.0,
1367,Apartamento,Copacabana,5,1,3,390,10000.0,1000.0,1000.0
1368,Apartamento,Copacabana,4,1,1,220,12000.0,1500.0,515.0
1369,Apartamento,Bonsucesso,3,1,0,87,1000.0,755.0,29.0
1370,Apartamento,Ipanema,4,3,1,180,8000.0,1800.0,600.0
1371,Apartamento,Copacabana,2,0,0,56,2300.0,767.0,130.0
1372,Apartamento,Laranjeiras,2,0,0,90,2200.0,650.0,119.0
1373,Apartamento,Bangu,2,1,0,60,1000.0,200.0,
1374,Apartamento,Gávea,2,1,1,68,2990.0,882.0,137.0
1375,Apartamento,Campo Grande,1,0,0,70,1000.0,,
1376,Apartamento,Vila Isabel,2,1,0,83,1100.0,600.0,98.0
1377,Apartamento,Botafogo,2,1,2,82,4800.0,1150.0,197.0
1378,Apartamento,Lapa,1,0,0,99,1800.0,650.0,48.0
1379,Apartamento,São Conrado,3,3,1,230,10000.0,3612.0,12093.0
1380,Casa Comercial,Humaitá,0,1,0,262,10000.0,,467.0
1381,Apartamento,Ipanema,2,0,0,60,2900.0,507.0,125.0
1382,Apartamento,Ipanema,2,1,1,80,5000.0,1230.0,260.0
1383,Apartamento,Campo Grande,2,1,0,50,700.0,300.0,
1384,Apartamento,Leblon,4,2,0,167,4500.0,5000.0,750.0
1385,Apartamento,Leblon,2,1,2,93,5900.0,1240.0,320.0
1386,Apartamento,Recreio dos Bandeirantes,2,0,0,73,1250.0,788.0,
1387,Apartamento,Botafogo,3,1,0,110,2500.0,1300.0,
1388,Apartamento,Méier,2,1,0,60,1500.0,550.0,13.0
1389,Apartamento,Recreio dos Bandeirantes,4,2,3,160,3500.0,900.0,372.0
1390,Apartamento,Copacabana,1,0,0,57,2000.0,620.0,79.0
1391,Casa de Condomínio,Taquara,4,2,3,125,3000.0,513.0,
1392,Apartamento,Recreio dos Bandeirantes,3,2,3,269,3700.0,767.0,6297.0
1393,Apartamento,Barra da Tijuca,4,4,2,330,7900.0,1913.0,683.0
1394,Apartamento,Copacabana,3,0,0,120,2300.0,1900.0,2362.0
1395,Apartamento,Barra da Tijuca,2,1,1,78,3000.0,,
1396,Casa de Condomínio,Recreio dos Bandeirantes,4,3,4,280,6000.0,860.0,478.0
1397,Apartamento,Barra da Tijuca,4,3,2,145,5000.0,1550.0,500.0
1398,Apartamento,Vila da Penha,2,0,1,100,1400.0,200.0,363.0
1399,Apartamento,Copacabana,3,0,0,120,3000.0,780.0,220.0
1400,Casa,Gávea,4,4,2,450,14000.0,,7200.0
1401,Apartamento,Botafogo,2,1,1,80,4000.0,1.0,
1402,Apartamento,Itanhangá,2,1,0,54,800.0,763.0,27.0
1403,Apartamento,Copacabana,1,0,0,41,1200.0,430.0,
1404,Casa de Condomínio,Guaratiba,2,1,2,70,1600.0,,
1405,Apartamento,Centro,2,0,0,69,1600.0,352.0,438.0
1406,Apartamento,Barra da Tijuca,5,2,4,200,5890.0,2300.0,290.0
1407,Apartamento,Laranjeiras,2,0,0,54,1800.0,550.0,30.0
1408,Apartamento,Ipanema,1,1,0,51,2800.0,635.0,100.0
1409,Apartamento,Jardim Oceânico,3,2,1,170,4700.0,1500.0,500.0
1410,Apartamento,Engenho Novo,2,1,1,50,980.0,486.0,
1411,Apartamento,Barra da Tijuca,4,2,4,206,6900.0,2681.0,612.0
1412,Apartamento,Recreio dos Bandeirantes,3,0,1,79,2500.0,796.0,
1413,Apartamento,Barra da Tijuca,4,2,2,168,5000.0,2070.0,5100.0
1414,Apartamento,Barra da Tijuca,3,1,1,98,2400.0,1380.0,150.0
1415,Apartamento,Barra da Tijuca,2,2,2,112,4000.0,1400.0,300.0
1416,Apartamento,Barra da Tijuca,2,1,1,70,2200.0,780.0,100.0
1417,Apartamento,Ipanema,3,1,1,140,7300.0,2900.0,500.0
1418,Quitinete,Gávea,1,0,1,50,1800.0,,
1419,Casa,Campo Grande,2,1,0,70,1000.0,,
1420,Apartamento,Leblon,2,0,0,70,3500.0,762.0,234.0
1421,Apartamento,Grajaú,2,0,0,61,1600.0,312.0,51.0
1422,Apartamento,Leblon,3,1,0,140,10000.0,2000.0,500.0
1423,Apartamento,Barra da Tijuca,1,1,0,55,2100.0,1200.0,
1424,Apartamento,Lagoa,1,1,0,46,2500.0,953.0,
1425,Casa de Condomínio,Barra da Tijuca,5,3,5,788,18000.0,2000.0,2100.0
1426,Apartamento,Barra da Tijuca,1,1,0,50,1600.0,950.0,100.0
1427,Apartamento,Catumbi,2,1,0,46,1150.0,170.0,
1428,Apartamento,Laranjeiras,2,2,1,65,2448.0,1254.0,146.0
1429,Apartamento,Barra da Tijuca,2,1,1,69,2500.0,1000.0,180.0
1430,Apartamento,Leblon,3,3,2,200,10500.0,1710.0,
1431,Apartamento,Barra da Tijuca,4,3,2,303,9000.0,2277.0,16910.0
1432,Apartamento,Botafogo,2,1,0,95,2500.0,870.0,
1433,Apartamento,Recreio dos Bandeirantes,3,3,3,185,3200.0,950.0,400.0
1434,Casa,Vila Isabel,2,0,0,96,2000.0,,40.0
1435,Quitinete,Catete,1,0,0,31,1300.0,370.0,56.0
1436,Apartamento,Ipanema,1,0,0,36,2100.0,580.0,25.0
1437,Casa de Vila,Vila Isabel,2,0,0,55,1800.0,,225.0
1438,Flat,Copacabana,1,1,0,43,5000.0,2117.0,100.0
1439,Apartamento,Lagoa,3,1,0,80,3000.0,720.0,190.0
1440,Apartamento,Ipanema,3,0,0,165,6900.0,3000.0,769.0
1441,Casa de Condomínio,Barra da Tijuca,4,3,4,168,4000.0,1160.0,3012.0
1442,Apartamento,Freguesia (Jacarepaguá),2,1,1,70,1500.0,648.0,54.0
1443,Apartamento,Barra da Tijuca,2,1,0,68,2800.0,1550.0,
1444,Apartamento,Flamengo,2,1,1,90,3000.0,980.0,
1445,Quitinete,Copacabana,0,1,0,33,1700.0,370.0,
1446,Apartamento,Barra da Tijuca,2,0,1,100,5000.0,2400.0,6000.0
1447,Casa de Vila,Ramos,2,0,0,58,900.0,,
1448,Apartamento,Barra da Tijuca,3,2,1,93,2500.0,1450.0,166.0
1449,Flat,Ipanema,1,1,0,45,6500.0,,
1450,Apartamento,Recreio dos Bandeirantes,3,2,1,150,2300.0,600.0,350.0
1451,Apartamento,Vila da Penha,2,0,0,60,1300.0,300.0,
1452,Apartamento,Barra da Tijuca,4,3,2,245,7000.0,3500.0,700.0
1453,Apartamento,Humaitá,3,2,1,110,3500.0,1300.0,232.0
1454,Apartamento,Leblon,3,1,1,150,5000.0,1000.0,34.0
1455,Apartamento,Barra da Tijuca,2,1,1,74,1900.0,1300.0,
1456,Apartamento,Copacabana,2,1,1,156,12000.0,1000.0,250.0
1457,Casa,Realengo,2,0,0,80,950.0,,
1458,Apartamento,Tijuca,2,0,0,65,1900.0,580.0,87.0
1459,Apartamento,Barra da Tijuca,3,2,1,180,4500.0,1450.0,490.0
1460,Apartamento,Jardim Botânico,3,2,1,130,5000.0,1200.0,330.0
1461,Apartamento,Ipanema,3,2,1,150,7000.0,2200.0,387.0
1462,Apartamento,Barra da Tijuca,4,4,4,290,16000.0,4900.0,1400.0
1463,Apartamento,Ipanema,2,1,1,142,8500.0,2600.0,430.0
1464,Apartamento,Pechincha,2,1,1,60,1000.0,480.0,
1465,Apartamento,Recreio dos Bandeirantes,2,1,1,121,2370.0,890.0,250.0
1466,Apartamento,Copacabana,4,1,2,210,15900.0,2200.0,
1467,Casa Comercial,Méier,0,0,0,271,8000.0,,724.0
1468,Apartamento,Santa Teresa,2,0,0,74,1600.0,1.0,1.0
1469,Apartamento,Méier,3,1,0,85,1300.0,755.0,70.0
1470,Apartamento,Botafogo,2,0,0,60,2600.0,480.0,70.0
1471,Apartamento,Gávea,3,2,1,112,5160.0,1250.0,378.0
1472,Apartamento,Centro,1,0,0,38,900.0,223.0,15.0
1473,Apartamento,Barra da Tijuca,3,2,1,145,4000.0,2450.0,340.0
1474,Apartamento,Ipanema,4,1,1,201,20000.0,4100.0,1000.0
1475,Apartamento,Pechincha,2,2,1,110,1800.0,600.0,132.0
1476,Apartamento,Cachambi,2,0,0,42,880.0,370.0,114.0
1477,Apartamento,Ipanema,2,0,0,80,5500.0,2000.0,500.0
1478,Apartamento,Humaitá,2,1,1,96,3500.0,700.0,150.0
1479,Apartamento,Barra da Tijuca,1,2,0,68,1800.0,850.0,207.0
1480,Quitinete,Laranjeiras,1,0,0,26,700.0,450.0,
1481,Apartamento,Méier,2,1,0,85,1250.0,450.0,60.0
1482,Apartamento,Campo Grande,2,1,0,60,800.0,,
1483,Apartamento,Barra da Tijuca,4,2,2,140,4900.0,1350.0,830.0
1484,Apartamento,Barra da Tijuca,2,2,1,104,3000.0,1875.0,560.0
1485,Apartamento,Flamengo,3,2,0,240,5500.0,1600.0,550.0
1486,Apartamento,Jardim Guanabara,1,1,1,50,1300.0,250.0,
1487,Apartamento,Méier,2,1,0,66,1000.0,660.0,39.0
1488,Apartamento,Flamengo,4,0,0,150,4000.0,1240.0,212.0
1489,Apartamento,Lagoa,3,1,1,120,4300.0,750.0,380.0
1490,Casa Comercial,Botafogo,4,0,0,161,8500.0,,523.0
1491,Apartamento,Catete,1,0,0,31,1200.0,370.0,
1492,Apartamento,Méier,1,0,0,47,700.0,435.0,162.0
1493,Quitinete,Copacabana,1,0,0,40,4000.0,460.0,230.0
1494,Flat,Ipanema,2,1,1,82,3900.0,2300.0,300.0
1495,Apartamento,Copacabana,3,0,2,145,4000.0,950.0,
1496,Casa de Condomínio,Barra da Tijuca,5,4,5,600,25000.0,,
1497,Quitinete,Copacabana,1,0,0,35,2500.0,550.0,
1498,Apartamento,Leblon,3,2,1,195,6400.0,1870.0,460.0
1499,Flat,Leblon,2,1,1,80,6000.0,2200.0,170.0
1500,Apartamento,Ipanema,1,0,0,50,3800.0,450.0,30.0
1501,Apartamento,Ipanema,4,2,4,520,22000.0,3630.0,1100.0
1502,Apartamento,Leblon,3,1,2,107,6500.0,1240.0,425.0
1503,Flat,Ipanema,2,1,1,110,10000.0,5000.0,500.0
1504,Casa,Campo Grande,3,0,2,120,1000.0,,
1505,Apartamento,Ipanema,3,1,2,174,8500.0,2400.0,6000.0
1506,Apartamento,Botafogo,2,1,1,85,2700.0,1159.0,184.0
1507,Apartamento,Leblon,2,2,1,94,6700.0,1200.0,320.0
1508,Apartamento,Andaraí,2,2,1,103,1600.0,600.0,108.0
1509,Apartamento,Recreio dos Bandeirantes,2,2,1,114,2600.0,766.0,
1510,Apartamento,Barra da Tijuca,4,3,3,160,8500.0,2300.0,345.0
1511,Apartamento,Botafogo,1,0,0,42,2200.0,400.0,58.0
1512,Apartamento,Barra da Tijuca,1,1,0,52,3500.0,2715.0,
1513,Apartamento,Andaraí,3,0,1,97,1650.0,263.0,100.0
1514,Apartamento,Engenho Novo,1,1,1,51,850.0,509.0,17.0
1515,Apartamento,Vila Valqueire,4,1,4,240,3000.0,350.0,
1516,Apartamento,Vila da Penha,3,1,1,90,2200.0,250.0,50.0
1517,Apartamento,Pechincha,2,1,0,77,1400.0,599.0,38.0
1518,Casa,Penha Circular,3,1,0,102,2100.0,,1200.0
1519,Apartamento,Ipanema,2,1,1,130,4800.0,1300.0,389.0
1520,Apartamento,Leblon,4,3,4,256,16000.0,3500.0,600.0
1521,Apartamento,Copacabana,3,0,1,140,7800.0,1300.0,198.0
1522,Casa,Gávea,4,2,3,250,16000.0,,400.0
1523,Apartamento,Tijuca,3,1,1,140,1800.0,1147.0,
1524,Apartamento,Parque Anchieta,2,1,0,75,1000.0,,
1525,Apartamento,Barra da Tijuca,3,1,0,80,1700.0,1031.0,2195.0
1526,Apartamento,Barra da Tijuca,2,2,1,113,3000.0,1920.0,610.0
1527,Apartamento,Ipanema,2,2,2,240,17000.0,2500.0,800.0
1528,Casa Comercial,Botafogo,0,0,0,270,7000.0,,800.0
1529,Apartamento,Tijuca,3,1,0,140,2300.0,680.0,114.0
1530,Apartamento,Copacabana,2,0,0,70,2400.0,638.0,149.0
1531,Apartamento,Praça da Bandeira,3,1,0,68,1800.0,615.0,
1532,Casa de Condomínio,Taquara,4,2,3,200,3000.0,300.0,
1533,Casa de Condomínio,Barra da Tijuca,5,2,5,700,25000.0,,1800.0
1534,Flat,Ipanema,2,1,1,90,9000.0,2500.0,
1535,Casa,Realengo,1,0,0,40,800.0,,
1536,Apartamento,Ipanema,4,2,1,350,16900.0,5000.0,800.0
1537,Apartamento,Laranjeiras,3,1,0,140,3400.0,1150.0,189.0
1538,Apartamento,Ipanema,2,1,1,100,7500.0,4600.0,486.0
1539,Apartamento,Lagoa,3,2,1,120,8000.0,1660.0,383.0
1540,Casa,Freguesia (Jacarepaguá),3,2,0,213,2700.0,510.0,190.0
1541,Apartamento,Barra da Tijuca,2,1,1,95,2200.0,1334.0,257.0
1542,Casa de Vila,Todos os Santos,2,1,0,85,1400.0,180.0,
1543,Apartamento,Copacabana,3,0,1,100,3000.0,950.0,2570.0
1544,Apartamento,Barra da Tijuca,4,3,2,361,8000.0,3068.0,
1545,Apartamento,Grajaú,2,2,1,90,2700.0,1713.0,260.0
1546,Apartamento,São Conrado,4,3,4,530,25000.0,15330.0,
1547,Apartamento,Leme,2,0,0,75,,878.0,
1548,Apartamento,Barra da Tijuca,2,1,1,80,2500.0,1224.0,212.0
1549,Apartamento,Laranjeiras,2,1,0,80,2000.0,450.0,
1550,Apartamento,Barra da Tijuca,3,2,1,105,2300.0,1500.0,
1551,Apartamento,Botafogo,2,0,1,85,3200.0,700.0,200.0
1552,Apartamento,Recreio dos Bandeirantes,3,2,2,90,1950.0,715.0,154.0
1553,Apartamento,Tijuca,3,1,0,80,1900.0,700.0,60.0
1554,Apartamento,Recreio dos Bandeirantes,3,2,1,80,1900.0,650.0,137.0
